Age,Annual_Income,Loan_Amount,Credit_Score,Employment_Years,Debt_to_Income_Ratio,Loan_Term_Months,Num_Credit_Lines,Home_Ownership,Loan_Purpose,Marital_Status,Education,Has_CoSigner,Previous_Defaults,Default
47,68154.14,12791.52,563,10.4,0.201,60,7,Own,Home Improvement,Divorced,Bachelor,1,1,0
59,81915.81,27709.58,710,,0.351,48,3,Mortgage,Education,Married,Bachelor,0,0,0
25,66157.18,15729.6,714,3.6,0.236,48,3,Rent,Business,Married,Master,1,1,0
65,110127.47,14545.47,537,0.5,0.508,36,2,Rent,Auto,Single,High School,0,0,1
21,60349.82,16644.18,518,0.9,0.304,60,1,Rent,Auto,Divorced,Bachelor,0,1,0
38,26676.86,12512.38,649,2.0,0.355,24,3,Rent,Medical,Single,Master,1,0,0
47,96924.56,13446.3,811,0.5,0.252,36,2,Rent,Auto,Married,High School,0,0,0
43,36222.0,8860.1,802,8.4,0.307,36,3,Rent,Business,Married,Master,0,0,0
32,77281.45,7896.56,700,1.8,0.408,60,1,Own,Business,Single,High School,1,0,1
37,107674.4,6640.89,584,18.6,0.297,36,5,Mortgage,Debt Consolidation,Divorced,High School,0,0,0
34,61595.49,5042.27,729,6.1,0.465,12,1,Mortgage,Business,Single,High School,1,0,0
32,23200.3,7217.02,609,1.0,0.4,60,2,Rent,Home Improvement,Married,Bachelor,0,0,0
50,30973.71,11825.5,580,3.2,0.355,12,3,Rent,Debt Consolidation,Married,Bachelor,0,1,0
44,94975.31,14359.72,457,3.1,0.28,24,3,Own,Auto,Single,High School,0,1,0
31,45045.96,11048.97,659,3.4,0.327,36,2,Mortgage,Debt Consolidation,Divorced,High School,0,1,0
50,51010.5,2568.32,593,3.8,0.389,36,6,Rent,Home Improvement,Single,Bachelor,1,0,1
43,71640.24,40223.65,658,0.2,0.133,48,5,Mortgage,Debt Consolidation,Single,High School,0,1,0
49,69436.05,28582.1,443,5.8,0.198,36,2,Mortgage,Home Improvement,Single,Bachelor,0,0,0
47,56353.52,18252.04,665,3.3,0.088,36,1,Own,Auto,Single,Bachelor,1,0,0
30,44164.02,50779.27,431,7.8,0.353,24,5,Rent,Debt Consolidation,Married,Master,1,1,0
33,41926.18,6740.2,747,8.4,0.21,36,6,Own,Business,Single,High School,0,1,0
48,75278.47,50078.03,696,1.3,0.154,36,5,Mortgage,Business,Married,Bachelor,0,0,0
47,64652.68,6797.77,624,0.2,0.252,12,6,Rent,Home Improvement,Married,High School,0,0,0
39,43103.09,15789.75,700,6.1,0.109,60,4,Mortgage,Home Improvement,Divorced,High School,1,0,0
41,84208.92,5477.01,561,19.0,0.101,12,7,Rent,Home Improvement,Married,Bachelor,0,0,0
55,45957.99,13497.85,656,3.0,0.182,48,3,Rent,Education,Single,High School,0,0,1
32,32021.69,17506.31,721,1.5,0.173,60,3,Own,Auto,Single,High School,0,0,0
46,33540.69,11988.66,371,0.9,0.333,24,3,Rent,Education,Married,High School,0,2,0
37,30050.35,22020.17,609,1.7,0.077,24,4,Own,Home Improvement,Divorced,Bachelor,0,1,0
37,42778.67,14318.53,647,2.0,0.283,36,4,Mortgage,Business,Married,High School,0,1,0
53,90840.65,9267.88,632,2.8,0.069,24,4,Rent,Business,Married,Master,0,0,0
49,32776.02,8984.27,781,5.3,0.512,48,4,Rent,Home Improvement,Single,Bachelor,1,1,1
49,53865.09,23567.87,548,1.6,0.181,36,3,Mortgage,Medical,Married,High School,1,2,0
55,35300.6,8453.88,594,0.3,0.188,60,4,Own,Education,Single,High School,1,0,0
40,43038.29,25356.29,477,2.3,0.487,60,4,Mortgage,Home Improvement,Married,Bachelor,1,0,1
48,23039.82,31441.95,785,9.7,0.091,60,5,Rent,Medical,Married,High School,0,0,0
36,43902.69,4154.3,627,3.4,0.351,12,3,Own,Debt Consolidation,Divorced,Bachelor,1,0,0
43,44495.68,29526.65,610,16.7,0.564,24,4,Rent,Debt Consolidation,Married,High School,0,1,1
38,64224.75,56516.95,645,3.5,0.249,24,5,Mortgage,Business,Married,Bachelor,0,1,1
41,54810.69,15937.06,707,1.6,0.138,48,2,Rent,Debt Consolidation,Single,PhD,0,0,0
47,26924.82,20319.96,681,1.1,0.113,12,2,Mortgage,Debt Consolidation,Married,Bachelor,0,1,0
30,84296.79,27609.18,850,,0.335,48,5,Mortgage,Debt Consolidation,Single,Bachelor,0,0,0
65,54456.17,11016.64,690,3.8,0.244,36,5,Own,Auto,Single,Bachelor,0,0,0
27,54132.86,15177.91,608,4.6,0.032,36,3,Own,Auto,Divorced,Bachelor,1,0,0
25,48796.25,5324.43,599,7.0,0.29,36,6,Mortgage,Education,Single,Bachelor,1,0,0
53,37839.97,14721.21,614,6.5,0.301,36,6,Rent,Home Improvement,Single,Bachelor,1,0,0
49,54660.75,18933.32,514,0.2,0.175,24,4,Rent,Medical,Single,Bachelor,0,0,0
47,,19174.07,653,8.1,0.421,24,5,Own,Business,Single,High School,1,1,0
47,20466.65,28163.93,720,3.8,0.018,36,2,Rent,Education,Single,Bachelor,0,1,1
39,37444.67,7766.99,594,2.5,0.346,48,3,Own,Education,Married,Bachelor,1,0,0
29,43153.83,9201.99,577,3.9,0.427,24,5,Rent,Auto,Divorced,High School,1,1,1
40,55719.49,50355.1,786,4.7,0.485,48,2,Rent,Auto,Married,High School,0,2,1
31,89023.49,12025.33,521,,0.348,48,6,Rent,Education,Married,Bachelor,0,0,1
51,33327.21,15367.71,463,2.7,0.213,24,4,Mortgage,Business,Married,Bachelor,0,0,1
38,38216.36,12747.53,546,2.0,0.279,36,5,Rent,Education,Married,Bachelor,1,0,0
30,37938.93,7516.26,511,2.2,0.129,36,3,Rent,Auto,Divorced,Master,0,1,0
36,32834.54,41625.59,684,0.5,0.179,24,7,Mortgage,Business,Married,Bachelor,1,1,0
44,41208.79,9233.64,617,,0.191,48,3,Rent,Home Improvement,Single,Bachelor,0,0,0
33,72070.57,6068.7,630,0.9,0.336,60,2,Own,Home Improvement,Married,High School,1,0,1
30,28942.96,9744.73,753,2.3,0.046,36,2,Rent,Education,Married,Bachelor,0,0,0
42,60712.64,3290.54,587,11.2,0.304,60,4,Rent,Debt Consolidation,Single,Master,0,0,0
42,20932.3,8468.42,719,1.2,0.174,48,4,Mortgage,Business,Single,High School,0,0,0
33,37024.35,6783.92,786,2.7,0.53,36,1,Own,Business,Married,Master,1,1,0
34,41575.04,20582.57,608,1.9,0.34,36,4,Mortgage,Home Improvement,Married,Bachelor,0,0,1
42,113258.7,8338.26,716,7.7,0.066,24,3,Rent,Auto,Divorced,High School,0,0,0
22,42727.54,24871.12,628,0.3,0.328,12,4,Rent,Business,Married,Master,0,0,0
23,16307.47,35558.65,733,1.1,0.443,36,5,Rent,Education,Married,Bachelor,1,2,1
31,18043.77,23082.33,508,1.2,0.306,36,8,Mortgage,Business,Single,Master,0,0,1
37,49862.02,11489.95,501,24.8,0.197,36,1,Rent,Auto,Divorced,Bachelor,0,0,0
43,66628.35,14746.78,614,4.2,0.327,48,4,Rent,Home Improvement,Single,High School,1,0,0
57,59143.85,4594.02,569,0.7,0.415,24,3,Rent,Business,Married,Bachelor,1,1,0
50,53304.98,12165.44,603,1.6,0.724,36,1,Mortgage,Business,Married,Bachelor,1,0,0
38,87652.01,7315.08,900,0.9,0.496,36,5,Mortgage,Auto,Single,High School,0,1,0
39,37429.12,21720.86,714,,0.394,24,5,Own,Debt Consolidation,Single,Bachelor,0,0,0
27,76684.53,80896.57,613,8.0,0.293,60,3,Mortgage,Auto,Married,Bachelor,1,0,0
39,21676.69,18955.99,575,3.4,0.094,48,1,Rent,Education,Single,High School,0,0,0
36,31179.81,3314.96,618,5.0,0.332,12,7,Own,Auto,Single,Master,0,0,0
43,19860.33,10374.84,580,2.0,0.2,48,7,Own,Debt Consolidation,Married,Bachelor,1,0,0
30,42726.62,14555.78,565,4.0,0.477,36,5,Mortgage,Business,Single,Bachelor,0,0,0
46,47899.93,14202.17,504,1.5,0.146,36,8,Mortgage,Debt Consolidation,Married,High School,0,0,1
58,51898.79,8009.88,656,1.8,0.313,60,5,Mortgage,Medical,Married,Master,0,0,0
38,50561.3,15862.36,598,5.3,0.53,48,4,Mortgage,Debt Consolidation,Married,Bachelor,0,0,0
44,30829.38,5598.47,736,0.8,0.301,60,6,Mortgage,Home Improvement,Single,High School,0,0,0
48,44572.82,6895.08,519,4.8,0.462,60,5,Own,Business,Married,Master,0,1,1
35,23185.37,20995.39,601,,0.396,24,3,Mortgage,Medical,Single,Bachelor,1,1,0
42,96917.41,6561.9,813,0.6,0.692,12,2,Own,Medical,Divorced,Bachelor,0,2,0
40,42116.17,19472.3,565,11.4,0.232,36,5,Own,Debt Consolidation,Married,Master,0,0,0
41,38390.18,5122.38,628,0.4,0.085,48,3,Rent,Medical,Single,Master,0,0,1
30,108496.17,45953.17,540,2.1,0.102,48,4,Rent,Education,Single,High School,1,1,1
40,26340.86,7769.89,528,4.7,0.08,48,5,Mortgage,Business,Single,Bachelor,0,0,0
45,27923.01,11423.56,789,,0.203,36,3,Own,Business,Married,High School,1,0,0
57,28336.04,16838.6,665,0.5,0.32,48,5,Own,Auto,Married,High School,0,0,1
51,47385.16,8993.48,662,8.0,0.34,48,5,Mortgage,Auto,Single,High School,0,0,1
65,60828.63,14770.45,497,18.1,0.316,36,4,Mortgage,Education,Single,High School,1,2,0
30,70957.6,19985.25,682,1.0,0.254,24,4,Rent,Home Improvement,Divorced,Bachelor,0,0,0
50,177370.79,26171.58,754,11.3,0.722,48,2,Own,Education,Divorced,Master,0,1,0
42,15919.24,23249.72,753,4.1,0.308,48,4,Mortgage,Debt Consolidation,Single,High School,0,1,1
66,66460.81,11845.85,710,13.7,0.417,36,4,Mortgage,Medical,Married,High School,0,0,0
30,37102.32,12056.48,548,1.0,0.203,24,1,Rent,Auto,Married,High School,0,0,0
29,36563.01,69173.7,678,7.9,0.347,24,3,Own,Business,Married,Bachelor,1,0,0
32,35958.25,25975.85,710,0.3,0.149,48,3,Own,Education,Single,Bachelor,0,1,0
21,31120.29,7007.41,488,10.7,0.053,60,4,Mortgage,Medical,Single,High School,0,1,0
33,113807.35,14328.3,900,5.6,0.246,60,3,Mortgage,Debt Consolidation,Single,Bachelor,0,1,0
30,74693.52,10566.03,729,2.3,0.184,36,5,Rent,Medical,Single,High School,0,1,0
41,49592.65,12152.21,728,1.1,0.234,60,1,Mortgage,Medical,Single,Bachelor,0,0,1
44,96327.38,5649.68,510,8.5,0.22,12,10,Mortgage,Home Improvement,Single,Bachelor,0,0,0
62,23011.18,10013.14,721,4.6,0.112,60,3,Mortgage,Debt Consolidation,Married,Bachelor,0,0,0
51,25201.21,47481.2,658,2.2,0.139,36,8,Own,Medical,Married,Master,1,0,0
33,16498.36,20037.35,720,2.9,0.128,48,2,Rent,Business,Single,Bachelor,1,0,0
29,34554.49,2335.98,592,8.8,0.231,12,2,Mortgage,Business,Married,Bachelor,0,0,0
45,53148.72,31310.43,708,2.1,0.01,60,5,Mortgage,Home Improvement,Single,Bachelor,0,0,1
24,51607.86,28645.19,725,0.5,0.162,36,3,Mortgage,Auto,Single,Bachelor,1,1,0
61,,10388.97,618,12.1,0.308,24,7,Rent,Debt Consolidation,Single,Master,0,1,0
54,24208.8,22072.43,651,2.4,0.388,36,2,Rent,Medical,Married,High School,0,0,0
34,73245.89,7320.4,591,2.1,0.203,24,6,Mortgage,Home Improvement,Single,Master,0,1,0
21,55260.51,9612.51,798,1.1,0.258,36,5,Rent,Business,Married,Master,0,0,0
56,,38138.61,639,11.4,0.328,36,4,Rent,Education,Single,Master,0,0,0
38,19027.09,11045.62,567,1.2,0.422,36,3,Own,Medical,Divorced,High School,0,0,0
54,57282.21,3609.01,585,5.1,0.056,48,1,Own,Business,Single,High School,0,0,0
21,27068.27,12780.65,661,10.6,0.189,60,0,Rent,Education,Single,Master,0,0,0
32,40188.59,12644.63,717,0.2,0.311,24,6,Own,Medical,Married,PhD,1,0,1
40,64034.83,30910.71,529,8.8,0.227,24,4,Mortgage,Debt Consolidation,Married,Master,0,0,0
40,51305.17,13494.47,816,2.6,0.107,36,5,Rent,Business,Single,Bachelor,0,1,0
34,32023.65,9945.67,677,5.4,0.249,24,5,Mortgage,Home Improvement,Single,Master,0,0,0
47,49174.8,27765.22,691,2.3,0.387,48,1,Mortgage,Home Improvement,Married,High School,0,1,0
27,,14538.46,641,5.9,0.743,36,6,Rent,Home Improvement,Married,Master,1,0,0
38,87128.01,7902.89,651,1.5,0.473,48,4,Mortgage,Education,Married,High School,1,1,1
41,44238.82,29986.37,636,0.1,0.322,24,3,Mortgage,Home Improvement,Married,High School,0,0,0
46,85757.17,15299.31,741,14.8,0.256,48,6,Mortgage,Auto,Married,Bachelor,1,0,0
48,37674.33,13387.12,649,0.1,0.454,60,4,Mortgage,Education,Married,Master,0,0,0
26,37730.05,15131.53,719,8.7,0.253,36,5,Mortgage,Medical,Married,Bachelor,0,0,0
21,33453.33,6314.05,610,0.9,0.405,60,4,Rent,Education,Married,Bachelor,0,0,0
55,75969.48,9233.95,667,2.5,0.146,12,5,Rent,Medical,Married,High School,0,0,0
43,34381.86,13393.27,577,8.6,0.125,12,2,Mortgage,Medical,Single,Master,1,0,0
31,67663.2,11657.85,759,1.2,0.245,60,5,Mortgage,Auto,Single,High School,0,0,0
58,40488.52,32555.44,574,10.0,0.084,48,2,Rent,Education,Married,Master,0,1,0
41,18251.79,15555.73,620,3.4,0.199,24,5,Mortgage,Home Improvement,Married,PhD,1,0,0
54,36858.55,24304.89,621,2.3,0.276,36,2,Rent,Debt Consolidation,Married,PhD,0,0,0
40,27185.69,13447.88,618,5.4,0.295,36,3,Rent,Home Improvement,Single,Bachelor,0,0,1
64,49858.85,27984.38,715,2.1,0.272,48,2,Own,Auto,Married,High School,0,0,1
61,27032.53,17646.09,621,2.1,0.023,48,2,Own,Debt Consolidation,Married,High School,0,0,0
37,77884.91,13485.82,775,6.6,0.252,12,4,Mortgage,Auto,Married,Bachelor,0,0,0
51,46838.56,13236.08,576,1.9,0.588,48,2,Rent,Business,Married,Master,0,1,1
47,44855.52,6849.24,665,1.1,0.358,36,6,Mortgage,Medical,Married,High School,0,0,1
56,,19050.35,580,8.2,0.093,36,8,Rent,Medical,Single,High School,0,0,0
28,79376.17,12988.98,687,8.2,0.659,36,5,Rent,Auto,Married,Bachelor,0,0,0
48,48530.64,9401.32,648,3.4,0.22,36,4,Mortgage,Debt Consolidation,Divorced,High School,0,1,0
52,33336.22,28984.7,636,3.7,0.385,24,0,Mortgage,Business,Married,Master,0,0,0
21,20191.46,5568.32,756,6.0,0.278,36,4,Own,Business,Married,Bachelor,0,0,1
25,34786.17,9939.31,591,3.6,0.26,24,5,Rent,Home Improvement,Single,Bachelor,1,0,0
21,,27430.29,702,2.7,0.118,12,7,Rent,Home Improvement,Single,High School,1,0,0
36,51716.32,16661.67,580,26.4,0.096,36,10,Own,Debt Consolidation,Married,High School,1,0,0
48,41250.83,12919.57,660,0.8,0.137,12,6,Own,Home Improvement,Single,Master,0,0,0
58,69145.38,15925.91,542,4.5,0.143,36,3,Own,Medical,Married,Bachelor,0,0,0
40,36080.52,15147.49,590,10.9,0.201,12,6,Mortgage,Auto,Married,High School,0,0,0
59,47642.45,4620.86,642,5.8,0.214,36,3,Mortgage,Medical,Married,PhD,1,0,0
23,88609.44,10462.12,813,10.6,0.535,60,3,Rent,Business,Single,Bachelor,0,0,0
21,58157.64,41421.91,659,2.0,0.516,12,2,Mortgage,Business,Married,Bachelor,0,0,0
39,47571.12,8420.91,798,1.6,0.312,36,4,Rent,Auto,Single,Master,0,0,0
44,36280.21,10691.34,669,9.5,0.597,48,8,Own,Debt Consolidation,Married,PhD,0,0,0
39,35717.08,9144.11,615,2.5,0.604,24,5,Rent,Business,Married,Master,0,0,1
21,32038.49,12570.26,788,6.2,0.213,36,2,Rent,Debt Consolidation,Married,Bachelor,0,0,0
38,37402.64,8882.28,689,,0.14,24,2,Mortgage,Medical,Divorced,High School,0,0,0
24,71527.19,18783.22,592,7.0,0.39,24,5,Mortgage,Education,Single,Master,1,1,1
48,43873.07,15338.47,692,4.0,0.215,60,4,Mortgage,Education,Married,Master,0,0,0
44,24962.09,22959.41,623,,0.474,24,3,Rent,Home Improvement,Married,Bachelor,0,0,0
28,118667.96,6401.84,470,3.4,0.306,36,5,Rent,Auto,Single,PhD,1,0,0
33,57525.44,10527.66,734,6.0,0.367,24,4,Own,Home Improvement,Single,Bachelor,0,2,1
27,24258.64,11407.13,748,0.1,0.523,24,3,Mortgage,Debt Consolidation,Single,High School,0,0,0
39,39303.76,18378.8,815,5.1,0.291,24,6,Mortgage,Education,Married,High School,0,1,0
51,51815.43,7667.49,687,3.9,0.189,36,5,Own,Debt Consolidation,Married,Bachelor,1,2,0
28,114955.0,25360.74,627,1.2,0.293,48,2,Own,Medical,Single,Bachelor,1,0,0
46,28168.05,30653.16,725,7.0,0.104,48,5,Own,Medical,Married,Master,0,0,0
33,79859.2,6686.12,726,1.8,0.305,36,3,Mortgage,Debt Consolidation,Single,Master,1,0,0
30,98690.43,9474.78,797,1.6,0.342,48,3,Own,Medical,Single,Bachelor,0,1,0
38,35798.91,9206.34,645,3.2,0.194,48,4,Mortgage,Auto,Single,Master,0,0,0
27,42669.65,84344.96,635,5.6,0.374,60,9,Rent,Business,Married,Master,0,0,1
33,29197.7,9887.93,585,13.2,0.176,36,0,Rent,Auto,Single,Bachelor,0,0,0
25,44279.16,43232.07,698,0.8,0.436,60,2,Mortgage,Debt Consolidation,Single,Master,0,0,0
63,,5504.7,510,2.5,0.477,36,4,Own,Education,Single,High School,0,0,1
40,68174.44,6682.48,719,0.3,0.653,48,7,Own,Business,Married,Bachelor,1,0,0
31,84549.44,8261.63,702,7.1,0.283,36,4,Rent,Debt Consolidation,Married,Master,1,0,0
42,33723.56,7390.99,702,3.0,0.218,60,2,Rent,Education,Married,Bachelor,1,2,0
38,18330.79,11075.28,662,6.1,0.609,36,4,Own,Auto,Single,High School,1,0,0
37,48502.84,8134.38,787,1.9,0.272,48,5,Own,Education,Married,High School,0,1,0
47,56770.31,7528.57,728,9.3,0.248,36,2,Rent,Debt Consolidation,Single,Master,0,1,0
49,55531.67,30059.39,595,3.8,0.19,60,5,Mortgage,Medical,Divorced,Bachelor,0,1,0
33,41633.62,31465.77,596,14.4,0.621,60,4,Mortgage,Debt Consolidation,Married,High School,1,0,0
33,52175.9,25965.07,570,0.4,0.457,24,3,Mortgage,Auto,Divorced,Master,0,0,0
36,104581.55,19279.53,699,3.6,0.45,36,3,Rent,Education,Single,Master,0,0,0
21,59329.81,14255.81,559,7.3,0.696,12,6,Mortgage,Medical,Married,Bachelor,1,0,0
21,40672.84,9434.03,747,4.6,0.266,24,3,Mortgage,Business,Married,Bachelor,0,0,0
56,38173.66,6855.38,769,0.1,0.602,60,5,Own,Auto,Married,Bachelor,0,0,1
59,45029.53,17224.65,570,17.9,0.489,36,3,Mortgage,Home Improvement,Married,Master,0,0,0
37,111120.44,5874.98,633,1.8,0.238,36,6,Rent,Home Improvement,Single,Master,0,0,0
46,44727.76,6662.54,651,1.4,0.325,48,5,Mortgage,Auto,Single,High School,0,0,0
43,48538.03,29942.65,729,3.3,0.654,36,4,Rent,Auto,Single,Bachelor,0,0,1
70,38516.55,50536.66,794,3.9,0.185,24,7,Rent,Home Improvement,Single,Master,0,0,0
53,84922.27,17593.88,498,7.3,0.466,24,4,Own,Home Improvement,Single,Bachelor,1,1,1
38,130603.15,28984.6,621,2.5,0.105,36,3,Rent,Education,Single,High School,0,0,0
28,61408.68,11247.56,626,2.9,0.617,24,4,Mortgage,Home Improvement,Married,Bachelor,0,0,1
21,51092.17,5237.65,523,3.8,0.192,24,4,Own,Auto,Married,Bachelor,0,1,0
42,49930.7,20506.97,606,2.5,0.248,36,5,Own,Education,Single,Master,0,0,0
30,15000.0,19900.55,688,12.3,0.244,60,4,Own,Medical,Married,Bachelor,0,0,1
22,71152.12,14047.05,624,9.5,0.13,12,8,Rent,Debt Consolidation,Married,Bachelor,0,0,0
32,52422.08,11274.93,510,3.0,0.326,48,4,Rent,Education,Married,Bachelor,0,2,0
27,60728.66,26200.86,850,0.0,0.357,48,7,Mortgage,Education,Married,PhD,1,0,0
60,34346.96,6700.83,673,11.6,0.087,12,7,Mortgage,Debt Consolidation,Single,High School,0,0,0
50,40447.96,7772.55,660,0.7,0.301,48,9,Rent,Medical,Single,Bachelor,1,0,0
39,39914.2,6596.7,551,1.4,0.215,36,6,Rent,Debt Consolidation,Married,High School,1,0,0
57,81700.18,14178.49,673,0.8,0.303,48,6,Mortgage,Education,Single,Bachelor,0,0,0
40,40563.34,6238.37,635,1.0,0.578,60,8,Own,Medical,Married,Bachelor,0,0,0
29,138875.09,8275.3,480,8.1,0.378,24,5,Mortgage,Medical,Married,High School,0,1,0
58,60805.24,8151.61,553,4.3,0.16,48,3,Rent,Debt Consolidation,Divorced,Bachelor,1,0,0
46,25904.16,11131.94,721,15.6,0.194,36,6,Rent,Debt Consolidation,Divorced,Master,0,0,0
27,45969.2,4716.57,824,1.3,0.537,24,2,Own,Debt Consolidation,Divorced,Bachelor,0,0,0
37,35389.22,14200.66,683,3.3,0.248,24,3,Mortgage,Business,Divorced,Bachelor,1,0,0
29,16363.5,31987.89,749,19.0,0.1,48,7,Own,Debt Consolidation,Single,Master,0,0,0
23,109068.94,14688.85,635,8.8,0.067,24,6,Rent,Auto,Divorced,Bachelor,0,1,0
51,69673.22,39297.84,642,6.5,0.417,36,2,Rent,Auto,Single,PhD,0,0,0
62,63997.78,33989.22,748,1.0,0.509,48,1,Rent,Business,Divorced,Bachelor,0,0,0
23,53247.27,23026.81,799,7.3,0.073,48,1,Rent,Auto,Married,High School,0,0,0
46,24562.87,14076.75,767,2.1,0.35,60,3,Mortgage,Debt Consolidation,Married,Master,0,0,1
32,38491.45,13571.81,554,3.8,0.329,24,3,Mortgage,Business,Divorced,Bachelor,1,0,0
34,74674.23,22803.28,643,4.7,0.305,36,1,Rent,Education,Divorced,Bachelor,0,0,0
32,28980.83,10156.11,674,4.7,0.483,60,3,Rent,Home Improvement,Married,High School,0,0,0
29,,3576.84,626,6.5,0.066,12,5,Own,Education,Single,Master,0,0,0
40,43758.76,18852.54,684,5.4,0.155,48,3,Rent,Home Improvement,Divorced,Bachelor,1,0,0
30,45666.54,6052.65,723,0.4,0.107,24,4,Own,Medical,Single,Bachelor,0,1,0
43,52458.71,6812.41,740,3.1,0.319,48,3,Mortgage,Debt Consolidation,Married,Bachelor,0,1,0
39,70562.87,13361.82,801,5.5,0.208,48,4,Own,Medical,Married,High School,0,0,0
37,67427.14,12499.11,620,1.8,0.369,60,7,Rent,Home Improvement,Married,Bachelor,1,2,1
29,55791.95,4971.85,527,1.9,0.01,36,3,Mortgage,Auto,Married,High School,0,0,0
33,,15000.58,682,0.7,0.09,48,1,Rent,Business,Single,Bachelor,0,3,0
49,22937.2,26273.02,819,2.7,0.517,12,3,Mortgage,Home Improvement,Married,Master,0,0,0
46,63088.32,6064.22,607,21.6,0.319,36,3,Own,Medical,Married,Bachelor,0,0,0
28,67055.05,32556.7,711,1.7,0.15,36,2,Mortgage,Auto,Married,High School,1,0,0
41,26376.24,4482.25,712,3.8,0.18,36,4,Rent,Business,Married,Master,0,1,0
49,23122.58,58813.51,667,6.8,0.626,36,3,Mortgage,Education,Single,Master,0,0,1
21,33759.9,10017.79,650,0.1,0.267,60,6,Own,Auto,Single,Master,0,0,1
46,35215.07,14793.33,566,11.5,0.236,12,4,Mortgage,Home Improvement,Divorced,Bachelor,0,0,0
32,71446.9,3553.1,444,2.4,0.49,24,4,Own,Auto,Divorced,High School,0,0,0
46,36052.47,12791.1,549,10.2,0.13,60,3,Own,Auto,Married,Bachelor,0,0,0
30,31946.75,15676.81,614,0.2,0.268,36,4,Mortgage,Medical,Single,Bachelor,0,1,0
21,36104.87,12577.77,748,0.8,0.267,36,3,Rent,Auto,Single,High School,0,0,0
21,85760.7,9007.77,640,1.9,0.343,12,8,Mortgage,Business,Divorced,High School,1,0,0
40,49341.54,6887.1,603,2.1,0.653,24,7,Mortgage,Home Improvement,Divorced,Bachelor,0,0,0
43,44818.42,29477.09,569,9.4,0.042,12,4,Mortgage,Debt Consolidation,Single,Master,0,0,0
29,46397.33,13650.96,709,0.1,0.307,24,2,Rent,Auto,Married,PhD,0,0,1
47,93529.31,39282.2,772,5.1,0.162,48,3,Mortgage,Education,Divorced,Master,1,0,0
21,33705.43,9241.53,745,0.7,0.252,48,2,Rent,Home Improvement,Single,High School,1,0,0
39,94632.3,9854.11,704,8.7,0.503,60,7,Mortgage,Auto,Married,Master,1,1,0
25,54461.44,23645.21,517,7.5,0.353,24,1,Own,Auto,Divorced,PhD,1,0,0
32,45242.41,4289.47,618,3.5,0.133,36,1,Rent,Education,Married,Bachelor,0,0,0
40,171176.46,5713.43,825,1.2,0.262,36,2,Rent,Medical,Single,Bachelor,0,0,0
29,28916.86,28803.13,750,5.0,0.082,12,4,Mortgage,Home Improvement,Divorced,Bachelor,0,0,1
35,41075.09,5881.97,511,0.8,0.07,48,2,Mortgage,Business,Single,Master,0,0,0
52,26470.45,3739.34,644,1.1,0.086,36,3,Own,Debt Consolidation,Single,High School,0,0,0
33,78923.24,49413.01,682,4.9,0.42,60,6,Own,Auto,Single,High School,0,0,0
50,114073.07,5035.8,581,23.7,0.268,24,4,Rent,Home Improvement,Single,Bachelor,1,0,0
26,112979.47,15197.46,442,11.1,0.505,24,13,Rent,Home Improvement,Married,High School,0,0,1
46,90397.72,14021.68,658,4.5,0.216,36,6,Mortgage,Auto,Single,Bachelor,1,3,0
57,44408.66,1867.88,579,3.9,0.499,24,3,Mortgage,Debt Consolidation,Divorced,Bachelor,0,0,0
21,40838.46,11079.79,579,32.1,0.113,48,5,Rent,Auto,Divorced,Master,0,0,0
30,21256.44,18285.97,618,4.0,0.422,60,5,Rent,Debt Consolidation,Single,Bachelor,1,0,1
46,135664.03,17120.24,637,2.7,0.483,12,5,Mortgage,Home Improvement,Married,Master,1,0,0
37,61975.17,25146.26,649,12.0,0.272,24,5,Mortgage,Auto,Married,Bachelor,0,0,1
44,38331.28,10185.86,570,1.3,0.092,24,5,Rent,Home Improvement,Married,High School,0,0,1
32,95227.92,21999.02,630,0.5,0.13,36,7,Own,Auto,Single,Master,0,2,0
41,30140.28,8245.89,491,5.0,0.156,36,6,Mortgage,Auto,Single,Bachelor,0,0,0
38,60072.71,4977.45,677,0.5,0.372,48,6,Mortgage,Business,Married,Master,0,0,0
54,44967.06,5386.17,392,2.3,0.656,48,1,Mortgage,Medical,Married,Master,0,0,1
43,67463.27,4800.73,623,2.8,0.061,36,7,Mortgage,Auto,Married,PhD,0,2,0
44,47487.09,27084.32,732,4.0,0.301,36,5,Mortgage,Education,Single,PhD,0,1,0
35,23730.97,4627.62,554,23.9,0.131,48,5,Own,Auto,Married,High School,0,0,0
34,50908.65,16184.79,714,1.2,0.317,36,3,Rent,Home Improvement,Married,Master,0,0,0
34,82820.6,11090.6,754,2.4,0.26,12,2,Own,Debt Consolidation,Divorced,PhD,0,0,0
44,48309.9,12433.45,352,0.7,0.369,24,4,Rent,Home Improvement,Single,Master,0,0,1
34,72226.16,34701.05,636,4.7,0.334,12,3,Rent,Education,Married,Master,0,0,0
43,29063.41,9829.08,391,6.5,0.333,36,2,Rent,Medical,Single,Master,1,0,0
64,48381.35,20498.79,639,3.3,0.451,36,5,Mortgage,Auto,Single,High School,0,1,0
50,35873.16,13715.67,649,1.4,0.347,12,3,Own,Home Improvement,Married,High School,0,0,0
